,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,InternetService_Fiber optic,InternetService_No
6593,4701-AHWMW,55,0,Month-to-month,1,Bank transfer (automatic),54.55,2978.3,1,Male,0,1,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0,0,0,0,0,1,0,0
6594,8317-BVKSO,14,1,Month-to-month,1,Electronic check,20.05,299.3,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0,1
6595,5702-KVQRD,71,1,Two year,1,Electronic check,82.55,5832.65,0,Male,0,1,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0,0
6596,0083-PIVIK,64,1,One year,0,Electronic check,81.25,5567.55,0,Male,0,0,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1,0,0,1,0,1,0,0
6597,9210-IAHGH,7,1,Month-to-month,1,Credit card (automatic),70.75,450.8,1,Female,0,0,0,No,DSL,No,No,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0
6598,6169-PGNCD,57,1,Two year,1,Credit card (automatic),74.3,4166.35,0,Female,0,0,0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,0,1,1,0,0,0,0,0
6599,0023-XUOPT,13,1,Month-to-month,0,Electronic check,94.1,1215.6,1,Female,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,0,1,0,0,1,0
6600,4592-IWTJI,3,0,Month-to-month,0,Credit card (automatic),29.7,91.7,1,Female,0,1,1,No phone service,DSL,Yes,No,No,No,No,No,0,0,1,0,0,0,0,0
6601,4909-JOUPP,72,1,Two year,0,Credit card (automatic),109.7,7898.45,0,Male,1,1,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,1,0
6602,4657-FWVFY,40,1,Month-to-month,1,Credit card (automatic),96.35,3915.4,0,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,1,0,0,0,1,0
6603,2257-BOVXD,14,1,Month-to-month,1,Credit card (automatic),66.6,979.5,0,Male,0,1,0,Yes,DSL,No,No,No,Yes,Yes,No,0,0,1,0,0,1,0,0
6604,7729-JTEEC,2,1,Month-to-month,1,Electronic check,44.5,90.05,0,Male,0,1,1,No,DSL,No,No,No,No,No,No,0,0,0,1,0,1,0,0
6605,7632-MNYOY,66,1,One year,0,Credit card (automatic),110.9,7432.05,1,Male,1,0,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,1,1,0
6606,6518-LGAOV,38,1,Month-to-month,1,Electronic check,105.0,4026.4,1,Female,0,1,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,0,0,1,0,0,1,0
6607,7242-QZLXF,1,0,Month-to-month,1,Electronic check,25.3,25.3,1,Male,0,0,1,No phone service,DSL,No,No,No,No,No,No,0,0,0,1,0,1,0,0
6608,4576-CSAJH,22,1,One year,1,Credit card (automatic),55.15,1193.05,1,Male,0,0,0,No,DSL,No,Yes,No,Yes,No,No,1,0,1,0,0,1,0,0
6609,1000-AJSLD,1,1,Month-to-month,1,Mailed check,20.1,20.1,1,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
6610,9696-RMYBA,5,1,Month-to-month,1,Mailed check,80.1,398.55,0,Male,0,0,0,No,Fiber optic,No,No,No,No,Yes,No,0,0,0,0,1,1,1,0
6611,8690-UPCZI,29,1,One year,0,Bank transfer (automatic),69.05,1958.45,0,Male,0,1,1,Yes,DSL,Yes,No,No,Yes,Yes,No,1,0,0,0,0,1,0,0
6612,1062-LHZOD,1,1,Month-to-month,1,Mailed check,69.9,69.9,1,Male,0,1,1,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,1,1,0
6613,9770-LXDBK,3,1,Month-to-month,0,Mailed check,20.4,63.15,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
6614,4086-WITJG,71,1,Two year,0,Credit card (automatic),19.7,1301.1,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
6615,8344-WFMFH,9,1,Month-to-month,1,Electronic check,50.1,484.05,0,Male,0,0,1,No,DSL,No,Yes,No,No,No,No,0,0,0,1,0,1,0,0
6616,9600-NAXZN,43,1,Month-to-month,1,Electronic check,101.4,4528,1,Male,0,0,0,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,0,0,1,0,1,1,0
6617,8822-KNBHV,48,1,One year,1,Credit card (automatic),83.45,3887.85,0,Female,0,0,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,1,0,1,0,0,0,0,0
6618,8404-FYDIB,26,1,Month-to-month,1,Credit card (automatic),86.65,2208.75,0,Male,0,0,0,Yes,Fiber optic,Yes,Yes,No,No,No,No,0,0,1,0,0,1,1,0
6619,2791-SFVEW,9,1,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,0,0,0,1
6620,6457-USBER,1,1,Month-to-month,1,Electronic check,80.8,80.8,1,Male,0,0,0,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1,0
6621,6762-NSODU,46,1,Two year,0,Credit card (automatic),19.4,958.15,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
6622,4662-EKDPQ,2,1,Month-to-month,0,Bank transfer (automatic),62.05,118.3,1,Male,0,0,0,Yes,DSL,No,No,No,No,No,Yes,0,0,0,0,0,1,0,0
6623,9248-OJYKK,1,1,Month-to-month,1,Electronic check,76.45,76.45,1,Male,1,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
6624,9888-ZCUMM,64,0,Two year,1,Bank transfer (automatic),60.05,3845.45,0,Male,0,1,1,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
6625,3398-FSHON,12,1,Month-to-month,1,Electronic check,91.3,1094.5,1,Female,1,0,0,Yes,Fiber optic,No,Yes,No,No,Yes,No,0,0,0,1,0,0,1,0
6626,3319-DWOEP,6,1,Month-to-month,1,Electronic check,95.75,573.75,1,Male,1,1,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
6627,1074-WVEVG,59,1,One year,0,Mailed check,20.35,1267,0,Female,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,0,0,1
6628,9979-RGMZT,7,1,One year,1,Mailed check,94.05,633.45,0,Female,0,0,0,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,0,0,0,1,0,1,0
6629,6437-UDQJM,72,1,Two year,1,Credit card (automatic),84.1,6129.65,0,Female,1,1,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0,1,1,0,0,0,0,0
6630,1226-IENZN,16,1,Month-to-month,1,Electronic check,78.75,1218.25,0,Male,1,0,0,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1,0
6631,2108-GLPQB,25,1,Month-to-month,0,Credit card (automatic),55.55,1405.3,0,Male,0,1,0,Yes,DSL,No,No,Yes,No,No,No,0,0,1,0,0,1,0,0
6632,9259-PACGQ,34,1,Month-to-month,0,Electronic check,62.65,2274.9,1,Female,0,1,0,Yes,DSL,Yes,Yes,No,Yes,No,No,0,0,0,1,0,0,0,0
6633,4415-IJZTP,1,1,Month-to-month,1,Electronic check,74.5,74.5,1,Female,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
6634,1465-VINDH,10,1,Month-to-month,1,Credit card (automatic),102.1,1068.85,1,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,1,0,0,0,1,0
6635,5474-LAMUQ,24,1,One year,0,Mailed check,20.1,533.9,0,Male,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
6636,3468-DRVQJ,10,1,One year,0,Electronic check,70.3,676.15,0,Female,0,1,1,Yes,DSL,Yes,Yes,No,No,Yes,No,1,0,0,1,0,0,0,0
6637,1122-YJBCS,69,1,One year,1,Credit card (automatic),53.65,3804.4,0,Male,0,1,0,No,DSL,Yes,Yes,No,No,No,No,1,0,1,0,0,1,0,0
6638,4990-ALDGW,57,1,Two year,0,Mailed check,20.75,1118.8,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
6639,4816-OKWNX,50,1,One year,1,Bank transfer (automatic),103.4,5236.4,0,Male,0,1,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,0,0,0,0,1,1,0
6640,3315-IKYZQ,28,0,One year,0,Mailed check,50.8,1386.8,0,Male,0,1,1,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,1,0,0,0,1,1,0,0
6641,2810-FTLEM,16,1,Month-to-month,1,Electronic check,50.15,762.25,1,Female,0,0,0,No,DSL,Yes,No,No,No,No,No,0,0,0,1,0,0,0,0
6642,4747-LCAQL,25,1,Month-to-month,1,Mailed check,79.0,1902,0,Male,0,0,0,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0,0,0,0,1,1,0,0
6643,3411-WLRSQ,3,1,Month-to-month,1,Bank transfer (automatic),74.6,239.05,0,Female,1,1,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,0,0,0,1,0
6644,0898-XCGTF,61,1,One year,1,Bank transfer (automatic),96.5,5673.7,0,Male,0,1,0,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,0,0,0,0,1,1,0
6645,8006-PYCSW,2,1,Month-to-month,0,Mailed check,20.1,39.8,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
6646,8249-THVEC,51,1,One year,0,Mailed check,19.4,997.75,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
6647,8722-PRFDV,71,1,Two year,0,Credit card (automatic),77.55,5574.35,0,Female,0,1,1,No,DSL,Yes,No,Yes,No,Yes,Yes,0,1,1,0,0,0,0,0
6648,2164-SOQXL,20,1,Month-to-month,0,Mailed check,20.05,406.05,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
6649,4020-KIUDI,6,1,Month-to-month,0,Credit card (automatic),19.85,138.85,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,0,0,1,0,1
6650,5850-BDWCY,6,1,Month-to-month,0,Mailed check,20.2,123.65,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
6651,2038-YSEZE,29,1,Month-to-month,0,Mailed check,67.45,1801.1,0,Female,0,0,0,Yes,DSL,Yes,Yes,No,Yes,No,No,0,0,0,0,1,0,0,0
6652,0827-ITJPH,36,1,Two year,1,Credit card (automatic),18.55,689,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
6653,8799-OXZMD,28,0,Month-to-month,1,Mailed check,29.75,790.7,0,Female,0,0,0,No phone service,DSL,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0
6654,1925-TIBLE,7,1,Month-to-month,1,Electronic check,86.5,582.5,1,Female,0,1,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,0,1,0
6655,1705-GUHPV,63,1,Two year,0,Mailed check,24.2,1618.2,0,Female,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
6656,4779-ZGICK,48,1,Two year,0,Mailed check,23.55,1173.35,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
6657,0048-PIHNL,49,1,One year,0,Bank transfer (automatic),20.45,900.9,0,Female,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,0,0,1
6658,0818-OCPZO,27,1,Month-to-month,1,Electronic check,81.45,2122.05,1,Male,1,0,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
6659,3967-KXAPS,72,1,Two year,0,Credit card (automatic),92.3,6719.9,0,Male,0,1,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
6660,1447-GIQMR,1,1,Month-to-month,1,Electronic check,69.15,69.15,1,Male,0,1,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
6661,3704-IEAXF,72,0,Two year,0,Credit card (automatic),53.65,3784,0,Female,0,1,1,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,0,1,1,0,0,0,0,0
6662,6810-VCAEX,47,0,One year,0,Credit card (automatic),39.65,1798.65,0,Female,0,0,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,1,0,1,0,0,0,0,0
6663,0674-EYYZV,1,1,Month-to-month,1,Electronic check,54.65,54.65,0,Female,0,0,0,No,DSL,No,No,No,No,Yes,No,0,0,0,1,0,0,0,0
6664,4480-MBMLB,36,1,One year,1,Bank transfer (automatic),104.8,3886.45,0,Female,0,0,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,0,0,0,1,0
6665,1395-OFUWC,43,0,Month-to-month,0,Credit card (automatic),29.3,1224.05,0,Male,0,1,1,No phone service,DSL,No,Yes,No,No,No,No,0,0,1,0,0,1,0,0
6666,0822-QGCXA,27,1,Month-to-month,0,Electronic check,83.85,2310.2,0,Female,1,1,0,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0,0,0,1,0,0,0,0
6667,0872-NXJYS,9,1,Month-to-month,1,Electronic check,79.55,723.4,1,Female,0,0,0,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,0,1,0
6668,2832-KJCRD,38,1,Month-to-month,1,Electronic check,103.65,3988.5,0,Female,0,0,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,0,0,1,0,0,1,0
6669,3588-WSTTJ,35,1,Month-to-month,1,Electronic check,99.05,3554.6,0,Female,1,0,0,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,0,0,1,0,0,1,0
6670,4075-WKNIU,0,1,Two year,0,Mailed check,73.35, ,0,Female,0,1,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0,1,0,0,1,0,0,0
6671,5090-EMGTC,59,1,Two year,1,Mailed check,100.05,6034.85,0,Female,0,1,0,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,1,0,0,1,0,1,0
6672,2346-CZYIL,27,1,Two year,0,Credit card (automatic),20.35,531.6,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
6673,3798-EPWRR,2,1,Month-to-month,0,Electronic check,43.95,85.1,0,Female,1,0,0,No,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
6674,6258-NGCNG,7,1,Month-to-month,0,Mailed check,23.5,173,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
6675,4186-ZBUEW,36,1,One year,1,Mailed check,70.7,2511.95,0,Female,0,0,0,Yes,DSL,No,Yes,No,Yes,No,Yes,1,0,0,0,1,0,0,0
6676,5274-XHAKY,41,1,Month-to-month,1,Bank transfer (automatic),94.3,3893.6,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0,0,0,0,0,0,1,0
6677,1442-BQPVU,13,0,Month-to-month,0,Electronic check,29.15,357.15,0,Female,0,0,0,No phone service,DSL,No,Yes,No,No,No,No,0,0,0,1,0,0,0,0
6678,3978-YNKDD,19,1,Two year,0,Credit card (automatic),20.85,467.5,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
6679,4940-KHCWD,60,0,Two year,0,Bank transfer (automatic),37.7,2288.7,0,Female,0,1,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,0,1,0,0,0,0,0,0
6680,9412-ARGBX,48,1,Two year,1,Mailed check,95.5,4627.85,1,Female,0,0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,0,1,0,0,1,0,1,0
6681,1389-CXMLU,3,1,Month-to-month,0,Electronic check,91.05,289.1,1,Male,1,0,0,Yes,Fiber optic,No,No,Yes,No,Yes,No,0,0,0,1,0,1,1,0
6682,9589-ABEPT,69,1,Two year,1,Mailed check,92.45,6460.55,0,Male,0,1,0,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,0,1,0,0,1,1,1,0
6683,9388-ZEYVT,43,0,One year,0,Electronic check,44.15,1931.3,0,Male,0,0,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,1,0,0,1,0,1,0,0
6684,0305-SQECB,11,0,One year,1,Mailed check,36.05,402.6,0,Female,0,0,1,No phone service,DSL,Yes,No,No,Yes,No,No,1,0,0,0,1,0,0,0
6685,7605-SNLQG,45,1,Month-to-month,1,Credit card (automatic),50.25,2221.55,0,Female,0,1,0,No,DSL,No,No,Yes,No,No,No,0,0,1,0,0,0,0,0
6686,4670-TABXH,72,1,Two year,1,Credit card (automatic),109.75,7758.9,0,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,1,0
6687,5561-NWEVX,2,1,Month-to-month,0,Electronic check,79.2,172.85,1,Female,1,1,0,Yes,Fiber optic,No,No,Yes,No,No,No,0,0,0,1,0,0,1,0
6688,0064-SUDOG,12,1,Two year,0,Bank transfer (automatic),20.3,224.5,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,0,0,1
6689,8561-NMTBD,67,1,One year,1,Credit card (automatic),112.35,7388.45,0,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,0,1,0
6690,5161-XEUVX,37,1,Two year,0,Mailed check,94.3,3460.95,0,Male,0,1,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,0,1,0,0,1,1,1,0
6691,8292-FRFZQ,39,0,One year,0,Bank transfer (automatic),41.15,1700.9,0,Female,0,0,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,1,0,0,0,0,0,0,0
6692,8591-NXRCV,41,1,Month-to-month,1,Bank transfer (automatic),74.65,3090.65,0,Female,0,0,0,Yes,DSL,Yes,No,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0
6693,7895-VONWT,25,0,Month-to-month,1,Electronic check,48.25,1293.8,0,Female,0,0,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,0,0,0,1,0,0,0,0
6694,4526-RMTLL,8,1,Two year,1,Credit card (automatic),76.15,645.8,0,Male,0,1,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,0,1,1,0,0,1,0,0
6695,6253-GNHWH,71,1,Two year,0,Mailed check,71.1,5224.95,0,Female,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0,1,0,0,1,0,0,0
6696,4566-NECEV,5,1,Month-to-month,0,Electronic check,96.55,500.1,0,Male,0,0,0,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
6697,8080-POTJR,30,1,One year,1,Credit card (automatic),79.3,2427.1,0,Female,0,0,0,Yes,DSL,Yes,No,Yes,No,Yes,Yes,1,0,1,0,0,0,0,0
6698,6906-MPARY,40,1,One year,1,Credit card (automatic),89.6,3488.15,0,Male,0,0,0,No,Fiber optic,No,Yes,No,Yes,No,Yes,1,0,1,0,0,1,1,0
6699,3662-FXJFO,54,1,Two year,1,Mailed check,20.5,1035.7,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
6700,8107-RZLNV,72,1,Two year,1,Bank transfer (automatic),106.3,7565.35,0,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,0,0,0,1,1,0
6701,0516-OOHAR,28,1,One year,0,Bank transfer (automatic),100.35,2799,0,Male,0,1,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,0,0,1,1,0
6702,2027-CWDNU,18,1,Month-to-month,1,Electronic check,85.6,1601.5,0,Male,0,1,1,No,Fiber optic,No,No,No,Yes,No,Yes,0,0,0,1,0,1,1,0
6703,2737-WFVYW,2,0,Month-to-month,1,Electronic check,45.25,85.5,1,Female,0,0,0,No phone service,DSL,No,No,No,No,Yes,Yes,0,0,0,1,0,0,0,0
6704,9912-OMZDS,59,1,One year,1,Electronic check,106.15,6256.2,0,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,1,0,0,1,0
6705,3733-ZEECP,22,1,Month-to-month,1,Electronic check,51.1,1232.9,0,Male,0,1,1,No,DSL,No,No,No,Yes,No,No,0,0,0,1,0,1,0,0
6706,7878-RTCZG,1,1,Month-to-month,0,Mailed check,19.9,19.9,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
6707,2452-MRMZF,72,1,Two year,1,Credit card (automatic),25.7,1937.4,0,Female,1,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
6708,2272-QAGFO,14,1,Month-to-month,1,Electronic check,74.3,1096.25,1,Female,1,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
6709,7103-IPXPJ,50,1,One year,0,Electronic check,99.4,5059.75,0,Male,0,1,0,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1,0,0,1,0,1,1,0
6710,4342-HFXWS,48,1,One year,0,Bank transfer (automatic),69.7,3023.65,0,Female,0,1,1,No,DSL,Yes,No,Yes,Yes,Yes,No,1,0,0,0,0,0,0,0
6711,3545-CNWRG,49,1,Month-to-month,1,Electronic check,98.35,4889.2,0,Female,0,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,0,0,1,0,0,1,0
6712,1785-BPHTP,28,1,Month-to-month,0,Electronic check,85.45,2289.9,0,Male,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,0,0,0,1,0,1,1,0
6713,4989-LIXVT,68,1,Month-to-month,1,Electronic check,95.9,6503.2,0,Male,1,0,0,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
6714,7315-WYOAW,13,1,Month-to-month,0,Electronic check,100.75,1313.25,0,Male,0,0,0,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0,0,0,1,0,1,1,0
6715,1173-XZPYF,11,1,Month-to-month,1,Electronic check,89.2,990.3,0,Female,0,0,0,Yes,Fiber optic,No,No,Yes,No,Yes,No,0,0,0,1,0,0,1,0
6716,9850-OWRHQ,3,1,Month-to-month,1,Credit card (automatic),74.1,228,1,Female,0,1,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,1,0,0,0,1,0
6717,3768-NLUBH,57,1,Month-to-month,0,Electronic check,100.6,5746.15,1,Male,1,1,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
6718,8676-TRMJS,3,1,Month-to-month,0,Mailed check,75.0,209.1,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,1,1,0
6719,2509-TFPJU,72,1,Two year,0,Credit card (automatic),25.75,1864.2,0,Male,0,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
6720,9530-GRMJG,70,1,Two year,1,Electronic check,84.1,5979.7,0,Male,0,1,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0,0
6721,6898-RBTLU,49,1,Two year,0,Bank transfer (automatic),79.3,3902.45,0,Female,0,1,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,0,1,0,0,0,0,0,0
6722,5481-NTDOH,67,1,One year,1,Credit card (automatic),107.05,7142.5,0,Female,1,1,0,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,0,1,0,0,0,1,0
6723,2068-WWXQZ,46,1,Two year,0,Bank transfer (automatic),20.05,902,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
6724,7359-SSBJK,64,1,Two year,1,Credit card (automatic),70.2,4481,1,Female,1,0,0,No,DSL,Yes,Yes,No,Yes,Yes,No,0,1,1,0,0,0,0,0
6725,2061-VVFST,37,1,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0,Female,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,0,0,0,1
6726,0685-MLYYM,2,1,Month-to-month,0,Electronic check,70.75,154.85,1,Female,1,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
6727,0749-IRGQE,13,0,Month-to-month,0,Electronic check,45.3,528.45,0,Female,1,1,0,No phone service,DSL,No,No,No,No,Yes,Yes,0,0,0,1,0,0,0,0
6728,2380-DAMQP,72,1,Two year,0,Electronic check,115.15,8349.7,0,Female,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,0,1,0
6729,2256-YLYLP,68,1,Two year,1,Bank transfer (automatic),72.95,4953.25,0,Male,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
6730,1272-ILHFG,15,1,One year,0,Mailed check,19.65,332.65,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
6731,0164-XAIRP,24,1,Two year,1,Bank transfer (automatic),19.55,470.2,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,0,0,1
6732,5666-CYCYZ,24,1,Month-to-month,1,Electronic check,89.55,2259.35,0,Female,0,0,0,Yes,Fiber optic,No,No,No,Yes,No,Yes,0,0,0,1,0,0,1,0
6733,4011-ARPHK,27,1,Month-to-month,0,Mailed check,50.35,1411.35,0,Male,0,0,0,No,DSL,Yes,No,No,No,No,No,0,0,0,0,1,1,0,0
6734,8182-PNAGI,12,1,Month-to-month,0,Bank transfer (automatic),50.25,593.75,1,Male,0,0,0,No,DSL,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0
6735,6365-HITVU,71,1,Two year,0,Credit card (automatic),87.25,6328.7,0,Female,0,1,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,0,0,0
6736,7558-IMLMT,67,1,Two year,1,Mailed check,20.8,1411.9,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
6737,9488-FYQAU,63,1,Two year,1,Bank transfer (automatic),109.25,6841.4,0,Female,0,1,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,1,0
